datetime_beginning_utc,datetime_beginning_ept,nerc_region,mkt_region,zone,load_area,mw,is_verified
1/2/2025 7:00:00 AM,1/2/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2428.576,False
1/2/2025 8:00:00 AM,1/2/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2465.674,False
1/2/2025 9:00:00 AM,1/2/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2543.262,False
1/2/2025 10:00:00 AM,1/2/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2779.698,False
1/2/2025 11:00:00 AM,1/2/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3057.677,False
1/2/2025 12:00:00 PM,1/2/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3232.955,False
1/2/2025 1:00:00 PM,1/2/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3233.986,False
1/2/2025 2:00:00 PM,1/2/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3140.280,False
1/2/2025 3:00:00 PM,1/2/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3093.689,False
1/2/2025 4:00:00 PM,1/2/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3093.520,False
1/2/2025 5:00:00 PM,1/2/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3115.057,False
1/2/2025 6:00:00 PM,1/2/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3016.254,False
1/2/2025 7:00:00 PM,1/2/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3055.448,False
1/2/2025 8:00:00 PM,1/2/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3108.763,False
1/2/2025 9:00:00 PM,1/2/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3216.405,False
1/2/2025 10:00:00 PM,1/2/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3371.371,False
1/2/2025 11:00:00 PM,1/2/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3311.122,False
1/3/2025 12:00:00 AM,1/2/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3251.468,False
1/3/2025 1:00:00 AM,1/2/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3175.545,False
1/3/2025 2:00:00 AM,1/2/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3065.413,False
1/3/2025 3:00:00 AM,1/2/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,2927.786,False
1/3/2025 4:00:00 AM,1/2/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,2802.144,False
1/3/2025 5:00:00 AM,1/3/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2640.063,False
1/3/2025 6:00:00 AM,1/3/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2617.451,False
1/3/2025 7:00:00 AM,1/3/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2620.951,False
1/3/2025 8:00:00 AM,1/3/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2633.479,False
1/3/2025 9:00:00 AM,1/3/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2722.083,False
1/3/2025 10:00:00 AM,1/3/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2950.402,False
1/3/2025 11:00:00 AM,1/3/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3243.930,False
1/3/2025 12:00:00 PM,1/3/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3446.203,False
1/3/2025 1:00:00 PM,1/3/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3429.060,False
1/3/2025 2:00:00 PM,1/3/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3285.568,False
1/3/2025 3:00:00 PM,1/3/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3235.122,False
1/3/2025 4:00:00 PM,1/3/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3240.962,False
1/3/2025 5:00:00 PM,1/3/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3189.211,False
1/3/2025 6:00:00 PM,1/3/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3131.083,False
1/3/2025 7:00:00 PM,1/3/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3142.980,False
1/3/2025 8:00:00 PM,1/3/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3283.791,False
1/3/2025 9:00:00 PM,1/3/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3438.494,False
1/3/2025 10:00:00 PM,1/3/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3528.302,False
1/3/2025 11:00:00 PM,1/3/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3476.241,False
1/4/2025 12:00:00 AM,1/3/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3402.600,False
1/4/2025 1:00:00 AM,1/3/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3378.038,False
1/4/2025 2:00:00 AM,1/3/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3299.033,False
1/4/2025 3:00:00 AM,1/3/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3199.074,False
1/4/2025 4:00:00 AM,1/3/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3088.928,False
1/4/2025 5:00:00 AM,1/4/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3022.137,False
1/4/2025 6:00:00 AM,1/4/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2937.525,False
1/4/2025 7:00:00 AM,1/4/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2908.135,False
1/4/2025 8:00:00 AM,1/4/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2861.513,False
1/4/2025 9:00:00 AM,1/4/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,2911.481,False
1/4/2025 10:00:00 AM,1/4/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,2978.743,False
1/4/2025 11:00:00 AM,1/4/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3102.650,False
1/4/2025 12:00:00 PM,1/4/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3239.201,False
1/4/2025 1:00:00 PM,1/4/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3312.213,False
1/4/2025 2:00:00 PM,1/4/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3268.367,False
1/4/2025 3:00:00 PM,1/4/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3259.511,False
1/4/2025 4:00:00 PM,1/4/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3277.956,False
1/4/2025 5:00:00 PM,1/4/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3205.472,False
1/4/2025 6:00:00 PM,1/4/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3157.895,False
1/4/2025 7:00:00 PM,1/4/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3189.486,False
1/4/2025 8:00:00 PM,1/4/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3260.454,False
1/4/2025 9:00:00 PM,1/4/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3387.151,False
1/4/2025 10:00:00 PM,1/4/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3594.870,False
1/4/2025 11:00:00 PM,1/4/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3646.066,False
1/5/2025 12:00:00 AM,1/4/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3651.111,False
1/5/2025 1:00:00 AM,1/4/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3632.558,False
1/5/2025 2:00:00 AM,1/4/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3569.667,False
1/5/2025 3:00:00 AM,1/4/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3468.226,False
1/5/2025 4:00:00 AM,1/4/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3334.718,False
1/5/2025 5:00:00 AM,1/5/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3288.426,False
1/5/2025 6:00:00 AM,1/5/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3160.567,False
1/5/2025 7:00:00 AM,1/5/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3133.291,False
1/5/2025 8:00:00 AM,1/5/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3125.734,False
1/5/2025 9:00:00 AM,1/5/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3142.400,False
1/5/2025 10:00:00 AM,1/5/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3196.202,False
1/5/2025 11:00:00 AM,1/5/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3277.320,False
1/5/2025 12:00:00 PM,1/5/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3392.919,False
1/5/2025 1:00:00 PM,1/5/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3432.407,False
1/5/2025 2:00:00 PM,1/5/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3247.298,False
1/5/2025 3:00:00 PM,1/5/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3131.882,False
1/5/2025 4:00:00 PM,1/5/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3062.427,False
1/5/2025 5:00:00 PM,1/5/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3103.087,False
1/5/2025 6:00:00 PM,1/5/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3133.998,False
1/5/2025 7:00:00 PM,1/5/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3182.776,False
1/5/2025 8:00:00 PM,1/5/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3242.401,False
1/5/2025 9:00:00 PM,1/5/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3332.873,False
1/5/2025 10:00:00 PM,1/5/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3487.479,False
1/5/2025 11:00:00 PM,1/5/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3521.973,False
1/6/2025 12:00:00 AM,1/5/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3465.477,False
1/6/2025 1:00:00 AM,1/5/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3400.250,False
1/6/2025 2:00:00 AM,1/5/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3301.001,False
1/6/2025 3:00:00 AM,1/5/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3181.143,False
1/6/2025 4:00:00 AM,1/5/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3034.005,False
1/6/2025 5:00:00 AM,1/6/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,2948.541,False
1/6/2025 6:00:00 AM,1/6/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,2905.752,False
1/6/2025 7:00:00 AM,1/6/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,2955.700,False
1/6/2025 8:00:00 AM,1/6/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,2983.809,False
1/6/2025 9:00:00 AM,1/6/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3103.114,False
1/6/2025 10:00:00 AM,1/6/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3269.578,False
1/6/2025 11:00:00 AM,1/6/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3472.170,False
1/6/2025 12:00:00 PM,1/6/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3611.070,False
1/6/2025 1:00:00 PM,1/6/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3704.605,False
1/6/2025 2:00:00 PM,1/6/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3788.893,False
1/6/2025 3:00:00 PM,1/6/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3812.093,False
1/6/2025 4:00:00 PM,1/6/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3864.047,False
1/6/2025 5:00:00 PM,1/6/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3825.538,False
1/6/2025 6:00:00 PM,1/6/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3792.195,False
1/6/2025 7:00:00 PM,1/6/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3767.472,False
1/6/2025 8:00:00 PM,1/6/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3760.753,False
1/6/2025 9:00:00 PM,1/6/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3799.156,False
1/6/2025 10:00:00 PM,1/6/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3910.001,False
1/6/2025 11:00:00 PM,1/6/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3818.759,False
1/7/2025 12:00:00 AM,1/6/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3711.026,False
1/7/2025 1:00:00 AM,1/6/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3634.216,False
1/7/2025 2:00:00 AM,1/6/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3512.814,False
1/7/2025 3:00:00 AM,1/6/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3362.700,False
1/7/2025 4:00:00 AM,1/6/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3219.466,False
1/7/2025 5:00:00 AM,1/7/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3109.119,False
1/7/2025 6:00:00 AM,1/7/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3090.090,False
1/7/2025 7:00:00 AM,1/7/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3077.231,False
1/7/2025 8:00:00 AM,1/7/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3165.202,False
1/7/2025 9:00:00 AM,1/7/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3277.827,False
1/7/2025 10:00:00 AM,1/7/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3473.074,False
1/7/2025 11:00:00 AM,1/7/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3691.080,False
1/7/2025 12:00:00 PM,1/7/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3872.492,False
1/7/2025 1:00:00 PM,1/7/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3917.820,False
1/7/2025 2:00:00 PM,1/7/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3839.662,False
1/7/2025 3:00:00 PM,1/7/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3725.481,False
1/7/2025 4:00:00 PM,1/7/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3680.244,False
1/7/2025 5:00:00 PM,1/7/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3626.664,False
1/7/2025 6:00:00 PM,1/7/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3542.294,False
1/7/2025 7:00:00 PM,1/7/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3475.956,False
1/7/2025 8:00:00 PM,1/7/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3533.663,False
1/7/2025 9:00:00 PM,1/7/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3640.014,False
1/7/2025 10:00:00 PM,1/7/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3824.549,False
1/7/2025 11:00:00 PM,1/7/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3803.629,False
1/8/2025 12:00:00 AM,1/7/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3715.869,False
1/8/2025 1:00:00 AM,1/7/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3636.607,False
1/8/2025 2:00:00 AM,1/7/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3547.546,False
1/8/2025 3:00:00 AM,1/7/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3400.736,False
1/8/2025 4:00:00 AM,1/7/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3253.157,False
1/8/2025 5:00:00 AM,1/8/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3167.800,False
1/8/2025 6:00:00 AM,1/8/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3096.518,False
1/8/2025 7:00:00 AM,1/8/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3083.577,False
1/8/2025 8:00:00 AM,1/8/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3076.246,False
1/8/2025 9:00:00 AM,1/8/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3164.298,False
1/8/2025 10:00:00 AM,1/8/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3359.822,False
1/8/2025 11:00:00 AM,1/8/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3616.697,False
1/8/2025 12:00:00 PM,1/8/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,3823.512,False
1/8/2025 1:00:00 PM,1/8/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,3879.456,False
1/8/2025 2:00:00 PM,1/8/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3836.601,False
1/8/2025 3:00:00 PM,1/8/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3717.893,False
1/8/2025 4:00:00 PM,1/8/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3700.637,False
1/8/2025 5:00:00 PM,1/8/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3724.781,False
1/8/2025 6:00:00 PM,1/8/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3692.006,False
1/8/2025 7:00:00 PM,1/8/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3726.685,False
1/8/2025 8:00:00 PM,1/8/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3764.735,False
1/8/2025 9:00:00 PM,1/8/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3825.781,False
1/8/2025 10:00:00 PM,1/8/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3971.970,False
1/8/2025 11:00:00 PM,1/8/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3908.172,False
1/9/2025 12:00:00 AM,1/8/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3867.577,False
1/9/2025 1:00:00 AM,1/8/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3847.206,False
1/9/2025 2:00:00 AM,1/8/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3750.859,False
1/9/2025 3:00:00 AM,1/8/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3623.593,False
1/9/2025 4:00:00 AM,1/8/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3463.032,False
1/9/2025 5:00:00 AM,1/9/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3381.062,False
1/9/2025 6:00:00 AM,1/9/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3301.605,False
1/9/2025 7:00:00 AM,1/9/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3292.904,False
1/9/2025 8:00:00 AM,1/9/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3334.036,False
1/9/2025 9:00:00 AM,1/9/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3384.229,False
1/9/2025 10:00:00 AM,1/9/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3620.291,False
1/9/2025 11:00:00 AM,1/9/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3894.278,False
1/9/2025 12:00:00 PM,1/9/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4081.691,False
1/9/2025 1:00:00 PM,1/9/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4108.107,False
1/9/2025 2:00:00 PM,1/9/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,4044.359,False
1/9/2025 3:00:00 PM,1/9/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3926.131,False
1/9/2025 4:00:00 PM,1/9/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3868.683,False
1/9/2025 5:00:00 PM,1/9/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3786.259,False
1/9/2025 6:00:00 PM,1/9/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3742.081,False
1/9/2025 7:00:00 PM,1/9/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3661.190,False
1/9/2025 8:00:00 PM,1/9/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3662.652,False
1/9/2025 9:00:00 PM,1/9/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3785.731,False
1/9/2025 10:00:00 PM,1/9/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3985.731,False
1/9/2025 11:00:00 PM,1/9/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3952.256,False
1/10/2025 12:00:00 AM,1/9/2025 7:00:00 PM,RFC,MIDATL,PEP,PEPCO,3929.229,False
1/10/2025 1:00:00 AM,1/9/2025 8:00:00 PM,RFC,MIDATL,PEP,PEPCO,3863.830,False
1/10/2025 2:00:00 AM,1/9/2025 9:00:00 PM,RFC,MIDATL,PEP,PEPCO,3783.880,False
1/10/2025 3:00:00 AM,1/9/2025 10:00:00 PM,RFC,MIDATL,PEP,PEPCO,3629.298,False
1/10/2025 4:00:00 AM,1/9/2025 11:00:00 PM,RFC,MIDATL,PEP,PEPCO,3466.854,False
1/10/2025 5:00:00 AM,1/10/2025 12:00:00 AM,RFC,MIDATL,PEP,PEPCO,3339.125,False
1/10/2025 6:00:00 AM,1/10/2025 1:00:00 AM,RFC,MIDATL,PEP,PEPCO,3264.209,False
1/10/2025 7:00:00 AM,1/10/2025 2:00:00 AM,RFC,MIDATL,PEP,PEPCO,3254.403,False
1/10/2025 8:00:00 AM,1/10/2025 3:00:00 AM,RFC,MIDATL,PEP,PEPCO,3258.386,False
1/10/2025 9:00:00 AM,1/10/2025 4:00:00 AM,RFC,MIDATL,PEP,PEPCO,3391.590,False
1/10/2025 10:00:00 AM,1/10/2025 5:00:00 AM,RFC,MIDATL,PEP,PEPCO,3614.378,False
1/10/2025 11:00:00 AM,1/10/2025 6:00:00 AM,RFC,MIDATL,PEP,PEPCO,3916.608,False
1/10/2025 12:00:00 PM,1/10/2025 7:00:00 AM,RFC,MIDATL,PEP,PEPCO,4084.689,False
1/10/2025 1:00:00 PM,1/10/2025 8:00:00 AM,RFC,MIDATL,PEP,PEPCO,4082.448,False
1/10/2025 2:00:00 PM,1/10/2025 9:00:00 AM,RFC,MIDATL,PEP,PEPCO,3979.771,False
1/10/2025 3:00:00 PM,1/10/2025 10:00:00 AM,RFC,MIDATL,PEP,PEPCO,3836.440,False
1/10/2025 4:00:00 PM,1/10/2025 11:00:00 AM,RFC,MIDATL,PEP,PEPCO,3720.226,False
1/10/2025 5:00:00 PM,1/10/2025 12:00:00 PM,RFC,MIDATL,PEP,PEPCO,3633.618,False
1/10/2025 6:00:00 PM,1/10/2025 1:00:00 PM,RFC,MIDATL,PEP,PEPCO,3666.620,False
1/10/2025 7:00:00 PM,1/10/2025 2:00:00 PM,RFC,MIDATL,PEP,PEPCO,3632.613,False
1/10/2025 8:00:00 PM,1/10/2025 3:00:00 PM,RFC,MIDATL,PEP,PEPCO,3599.704,False
1/10/2025 9:00:00 PM,1/10/2025 4:00:00 PM,RFC,MIDATL,PEP,PEPCO,3729.464,False
1/10/2025 10:00:00 PM,1/10/2025 5:00:00 PM,RFC,MIDATL,PEP,PEPCO,3814.333,False
1/10/2025 11:00:00 PM,1/10/2025 6:00:00 PM,RFC,MIDATL,PEP,PEPCO,3723.181,False
